Activity Type,Activity Description,Intimacy Level,Intimacy Rating,Audience Tag
Truth,"What's a sexual taboo you're genuinely curious about exploring, even though it scares you?",L1,G,Couple
Truth,Describe a scenario where you're being used purely as an object for my pleasure—what am I doing to you?,L8,X,Couple
Truth,"What's the most extreme, morally questionable sexual act you've ever fantasized about?",L9,X,Couple
Truth,"If you could experience one 'no limits' scenario where I could do absolutely anything to you, what would you want it to be?",L1,G,Couple
Truth,Tell me about a sexual fantasy so dark that you've never told anyone—something that both arouses and disturbs you.,L6,R,Couple
Truth,What's a sexual act that you think would fundamentally break you in the best way possible?,L9,X,Couple
Truth,"If we had a 'free pass' to explore your absolute darkest desire right now, what would you confess you want?",L1,G,Couple
Dare,Give your partner oral sex for 2 minutes—they'll rate your technique out of 10 when you're done.,L7,X,Couple
Dare,Masturbate while your partner watches and gives you instructions on speed and technique for 2 minutes.,L6,R,Couple
Dare,Strip for your partner as slowly and seductively as possible—they decide when you can stop for 60 seconds.,L1,G,Couple
Dare,Use your tongue to write a 3-letter word on your partner's most sensitive body part—they have to guess the word.,L6,R,Couple
Dare,Let your partner pose you naked in 5 different positions while they take photos for 30 seconds.,L6,R,Couple
Dare,Pleasure your partner with your hands for 3 minutes—they'll tell you exactly what to do.,L1,G,Couple
Dare,Describe in explicit detail what you want to do to your partner's body while touching yourself for 90 seconds.,L1,G,Couple
Dare,Give your partner a full-body massage with your naked body—no hands allowed for 90 seconds.,L6,R,Couple
Dare,"Let your partner blindfold you, then pleasure them however they direct you for 2 minutes.",L1,G,Couple
Dare,Perform oral sex on a toy while maintaining eye contact with your partner—make it as realistic as possible for 2 minutes.,L7,X,Couple
Dare,Beg your partner to let you pleasure them—be specific and degrading about what you want to do for 30 seconds.,L1,G,Couple
Dare,Let your partner use your mouth however they want for 90 seconds.,L1,G,Couple
Dare,Masturbate to orgasm while your partner watches—you must maintain eye contact the entire time for 2 minutes.,L6,R,Couple
Dare,Worship your partner's body with your tongue for 2 minutes—they choose where you start.,L1,G,Couple
Dare,Strip naked and assume the most sexually available position you can think of—hold it for 2 minutes.,L6,R,Couple
Dare,Let your partner spank you 25 times—you count each one and thank them after every 5th spank.,L7,X,Couple
Dare,"Put on a collar and leash, then pleasure your partner orally while they control your head with the leash for 2 minutes.",L7,X,Couple
Dare,Let your partner tie your hands and use their mouth on you anywhere they want—you can't touch them for 90 seconds.,L7,X,Couple
Dare,Beg your partner to fuck you—they decide if and how they'll do it based on how well you beg for 30 seconds.,L7,X,Couple
Dare,"Let your partner put clothespins on your nipples, then give them oral sex while the pins stay on for 2 minutes.",L7,X,Couple
Dare,Assume a submissive position (partner chooses) and let them tease you for 2 minutes without moving.,L1,G,Couple
Dare,"Let your partner spit in your mouth, swallow it, then thank them and ask for more for 30 seconds.",L1,G,Couple
Dare,Crawl to your partner on hands and knees and pleasure them with your mouth—no using your hands for 2 minutes.,L7,X,Couple
Dare,"Let your partner slap your face (agree on intensity), then immediately give them a passionate kiss for 30 seconds.",L1,G,Couple
Dare,Pleasure your partner with a toy while they verbally degrade you—you must keep going no matter what they say for 30 seconds.,L8,X,Couple
Dare,Let your partner edge you 3 times—bring you close to orgasm and stop—you must beg them to let you finish.,L7,X,Couple
Dare,Give your partner oral sex while they pull your hair and control the pace for 2 minutes.,L7,X,Couple
Dare,Let your partner drip hot wax on your chest or back while you stay perfectly still for 60 seconds.,L7,X,Couple
Dare,Bend over and let your partner spank you with a belt—10 strikes—you must count and thank them for each.,L7,X,Couple
Dare,Let your partner fuck your mouth—they control the depth and speed for 90 seconds.,L8,X,Couple
Dare,Wear a butt plug while you pleasure your partner orally for 3 minutes.,L7,X,Couple
Dare,"Let your partner blindfold and gag you, then use your body however they want for 2 minutes.",L1,G,Couple
Dare,Suck your partner's fingers while moaning and making eye contact—make it as erotic as possible for 90 seconds.,L1,G,Couple
Dare,Let your partner choke you with their hand while you tell them what you want them to do to you for 30 seconds.,L1,G,Couple
Dare,Get on your knees and let your partner use your tongue however they want—you keep your hands behind your back for 60 seconds.,L1,G,Couple
Dare,"Let your partner write a degrading word on your body, then pleasure them while it's visible for 2 minutes.",L1,G,Couple
Dare,Give your partner a lap dance while wearing a collar and leash—they can pull you closer whenever they want for 90 seconds.,L7,X,Couple
Dare,Let your partner put ice cubes on your most sensitive areas while you give them oral sex for 30 seconds.,L7,X,Couple
Dare,Assume the position of a sex doll—completely limp and available—let your partner pose and use you for 2 minutes.,L1,G,Couple
Dare,Let your partner film you begging them to fuck you—be as explicit and desperate as possible.,L7,X,Couple
Dare,"Let your partner restrain you completely, then they'll use your mouth, hands, or body however they want for 3 minutes.",L7,X,Couple
Dare,Take a hard spanking from your partner—at least 20 strikes with a paddle or belt—without making a sound.,L8,X,Couple
Dare,Let your partner fuck your throat as roughly as they want—you tap their leg if you need to stop for 2 minutes.,L8,X,Couple
Dare,Get in the most degrading position your partner commands and let them take photos from any angle for 30 seconds.,L8,X,Couple
Dare,"Let your partner use a flogger, crop, or cane on your ass—15 strikes—you count and thank them for each.",L8,X,Couple
Dare,Beg your partner to hurt you during sex—be specific about what you want them to do for 30 seconds.,L7,X,Couple
Dare,"Let your partner collar you and write 'SLUT' (or their choice) on your body, then service them orally for 2 minutes.",L8,X,Couple
Dare,Spread your legs wide and let your partner do anything they want to your exposed body for 3 minutes.,L1,G,Couple
Dare,Let your partner choke you while you give them oral sex—establish a safe signal first for 2 minutes.,L8,X,Couple
Dare,Crawl to your partner and rim them (lick their asshole) for as long as they command for 90 seconds.,L8,X,Couple
Dare,"Let your partner spit on your face, then continue pleasuring them without wiping it off for 60 seconds.",L8,X,Couple
Dare,"Take a hard slap to the face from your partner, then beg them to do it again for 30 seconds.",L1,G,Couple
Dare,Let your partner penetrate you with an object of their choosing—they decide what and how.,L1,G,Couple
Dare,Pleasure your partner while they verbally abuse and degrade you as harshly as they want for 2 minutes.,L8,X,Couple
Dare,Let your partner tie you in a painful position and leave you exposed for 3 minutes while they watch.,L7,X,Couple
Dare,Give your partner oral sex while they pull your hair hard enough to hurt for 2 minutes.,L7,X,Couple
Dare,Let your partner put nipple clamps on you and pull the chain while you service them for 60 seconds.,L7,X,Couple
Dare,Act out a rape fantasy—resist and fight while your partner overpowers you (safe word ready) for 60 seconds.,L1,G,Couple
Dare,"Let your partner piss on you in the shower, then thank them for 30 seconds.",L8,X,Couple
Dare,"Take an anal penetration from your partner (finger, toy, or cock) with no warm-up—just lube for 60 seconds.",L8,X,Couple
Dare,"Let your partner slap you across the face as hard as they can 3 times, thanking them after each one.",L1,G,Couple
Dare,"Get on your knees, call yourself the most degrading names you can think of, and beg your partner to use you like a worthless object for 30 seconds.",L8,X,Couple
Dare,Let your partner put you in the most painful bondage position they can imagine for 3 minutes.,L1,G,Couple
Dare,"Act out a brutal CNC (consensual non-consent) scene—fight, cry, and beg them to stop while they 'force' themselves on you for 30 seconds.",L9,X,Couple
Dare,"Let your partner use a knife to cut your clothes off your body while you stay frozen in fear (dull side on skin, safe word ready) for 60 seconds.",L9,X,Couple
Dare,Take the hardest spanking your partner can give—at least 40 strikes—thank them after every 10.,L9,X,Couple
Dare,"Let your partner choke you during sex until your vision starts to blur (safe signal established, extreme caution).",L8,X,Couple
Dare,Rim your partner (lick their asshole) while they verbally degrade you for doing it for 90 seconds.,L8,X,Couple
Dare,Let your partner fuck you in the most degrading way they can imagine while calling you filthy names for 30 seconds.,L1,G,Couple
Dare,Beg your partner to hurt you worse than they ever have—describe exactly what you want them to do to you for 30 seconds.,L7,X,Couple
